"bed","row","col","unique.ID","bud.date","flower.date","fruit.date","last.FL.date","last.FR.date","death.date","missing.date","census.date","survey.notes","pop","bud.date_dfp","flower.date_dfp","fruit.date_dfp","last.FL.date_dfp","last.FR.date_dfp","death.date_dfp","missing.date_dfp"
"B",42,"C","181",NA,NA,NA,NA,NA,2024-06-17,NA,NA,"11/8 not harvested","WL2",NA,NA,NA,NA,NA,196,NA
"B",42,"D","8",2024-03-08,2024-04-05,2024-04-12,2024-05-10,2024-05-16,2024-07-11,NA,NA,NA,"TM2",95,123,130,158,164,220,NA
"B",43,"C","1013",NA,NA,NA,NA,NA,2024-06-07,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,186,NA
"B",43,"D","242",2024-03-28,2024-04-19,2024-05-03,2024-06-17,2024-06-17,2024-11-08,NA,NA,NA,"CC",115,137,151,196,196,340,NA
"B",44,"C","109",NA,NA,NA,NA,NA,2024-03-01,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,88,NA
"B",44,"D","1073",2024-05-10,2024-05-16,NA,2024-06-27,2024-06-27,2024-11-08,NA,NA,"1/26 ripped out by crows/re planted 2/2 reestablished 6/27 already had fruit",NA,158,164,NA,206,206,340,NA
"B",45,"C","922",NA,NA,NA,NA,NA,2023-12-21,NA,NA,"12/14 dying/pale 12/21 top broken stem deflated",NA,NA,NA,NA,NA,NA,17,NA
"B",45,"D","566",2024-04-12,2024-05-03,2024-05-03,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,130,151,151,178,178,NA,NA
"B",46,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B",46,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",1,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",1,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",2,"A","244",2024-03-19,2024-04-12,2024-04-19,2024-05-30,2024-05-30,NA,NA,NA,NA,"CC",106,130,137,178,178,NA,NA
"C",2,"B","2030",2024-05-16,2024-05-16,2024-05-24,2024-06-17,2024-06-17,NA,NA,NA,"white spots 4/26",NA,164,164,172,196,196,NA,NA
"C",3,"A","1064",2024-04-19,2024-04-26,2024-05-03,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,137,144,151,178,178,NA,NA
"C",3,"B","508",2024-03-19,2024-04-12,2024-04-19,2024-05-10,2024-05-16,NA,NA,"17-May",NA,NA,106,130,137,158,164,NA,NA
"C",4,"A","582",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"7/11/24 drying out",NA,NA,NA,NA,NA,NA,340,NA
"C",4,"B","195",NA,NA,NA,NA,NA,2024-07-03,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,212,NA
"C",5,"A","464",NA,NA,NA,NA,NA,2024-07-11,NA,NA,"3/28 weird white spots on leaves 4/5 not normal powdery mildew still 4/26",NA,NA,NA,NA,NA,NA,220,NA
"C",5,"B","111",NA,NA,NA,NA,NA,NA,NA,"17-May",NA,"WL2",NA,NA,NA,NA,NA,NA,NA
"C",6,"A","11",2024-03-08,2024-04-12,2024-04-19,2024-05-10,2024-05-16,NA,NA,NA,"4/26 white spots near last flower","TM2",95,130,137,158,164,NA,NA
"C",6,"B","1257",2024-03-08,2024-04-05,2024-04-12,2024-06-07,2024-06-07,NA,NA,NA,"3/19 one budding stem broken 3/28 another stem broken 4/5 more stems broken",NA,95,123,130,186,186,NA,NA
"C",7,"A","1145",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"C",7,"B","556",2024-03-28,2024-04-26,2024-04-26,2024-06-17,2024-06-17,NA,NA,NA,NA,NA,115,144,144,196,196,NA,NA
"C",8,"A","1384",2024-03-08,2024-03-28,2024-04-12,2024-06-07,2024-06-07,NA,NA,NA,"3/8 strange buds",NA,95,115,130,186,186,NA,NA
"C",8,"B","53",2024-03-19,2024-04-12,2024-04-19,2024-05-10,NA,NA,NA,NA,"7/3 already harvested","TM2",106,130,137,158,NA,NA,NA
"C",9,"A","1039",NA,NA,NA,NA,NA,2024-04-19,NA,NA,"4/5 green mold on leaves",NA,NA,NA,NA,NA,NA,137,NA
"C",9,"B","436",2024-03-28,2024-04-19,2024-04-26,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,115,137,144,178,178,NA,NA
"C",10,"A","805",NA,NA,NA,NA,NA,2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA
"C",10,"B","1015",NA,NA,NA,NA,NA,2024-04-19,NA,NA,"4/5 green mold on leaves",NA,NA,NA,NA,NA,NA,137,NA
"C",11,"A","2006",2024-03-28,2024-04-19,2024-04-26,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,115,137,144,186,186,NA,NA
"C",11,"B","1349",NA,NA,NA,NA,NA,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"C",12,"A","991",2024-04-12,2024-04-26,2024-05-03,2024-05-24,2024-05-24,NA,NA,NA,"1/26 ripped out at roots - reburied 2/2 reestablished",NA,130,144,151,172,172,NA,NA
"C",12,"B","1232",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"aphid infestation on one branch",NA,NA,NA,NA,NA,NA,340,NA
"C",13,"A","319",NA,NA,NA,NA,NA,2024-05-24,NA,NA,NA,"YO11",NA,NA,NA,NA,NA,172,NA
"C",13,"B","288",NA,NA,NA,NA,NA,2023-12-04,NA,NA,"dead at planting","LV1",NA,NA,NA,NA,NA,0,NA
"C",14,"A","736",NA,NA,NA,2024-05-30,2024-05-30,NA,NA,NA,"Fruiting on 5/30/24 missed",NA,NA,NA,NA,178,178,NA,NA
"C",14,"B","662",2024-03-28,2024-04-12,2024-04-19,2024-05-24,2024-05-30,NA,NA,NA,NA,NA,115,130,137,172,178,NA,NA
"C",15,"A","539",NA,NA,NA,NA,NA,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA
"C",15,"B","1220",2024-03-08,2024-04-05,2024-04-12,2024-05-30,2024-06-07,NA,NA,NA,NA,NA,95,123,130,178,186,NA,NA
"C",16,"A","520",NA,NA,NA,NA,NA,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA
"C",16,"B","674",2024-03-01,2024-03-28,2024-04-12,2024-05-10,2024-05-16,NA,NA,"17-May",NA,NA,88,115,130,158,164,NA,NA
"C",17,"A","1027",NA,NA,NA,NA,NA,NA,2024-01-26,NA,"1/26 ripped out roots damaged",NA,NA,NA,NA,NA,NA,NA,53
"C",17,"B","627",2024-03-19,2024-04-19,2024-04-19,2024-05-10,2024-05-24,NA,NA,NA,NA,NA,106,137,137,158,172,NA,NA
"C",18,"A","771",2024-03-28,2024-04-19,2024-04-26,2024-05-24,2024-05-24,NA,NA,NA,"4/26 white spots",NA,115,137,144,172,172,NA,NA
"C",18,"B","841",NA,NA,NA,NA,NA,2024-04-12,NA,NA,"3/8 leaves dying stem turgid",NA,NA,NA,NA,NA,NA,130,NA
"C",19,"A","2018",NA,NA,NA,NA,NA,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA
"C",19,"B","476",NA,NA,NA,NA,NA,NA,NA,NA,"11/6 alive / V",NA,NA,NA,NA,NA,NA,NA,NA
"C",20,"A","1133",NA,NA,NA,NA,NA,2024-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA
"C",20,"B","1372",2024-04-19,2024-05-03,2024-05-10,2024-06-17,2024-06-17,NA,NA,NA,NA,NA,137,151,158,196,196,NA,NA
"C",21,"A","448",2024-03-28,2024-04-19,2024-04-26,2024-05-24,2024-05-30,NA,NA,NA,NA,NA,115,137,144,172,178,NA,NA
"C",21,"B","207",NA,NA,NA,NA,NA,2024-05-30,NA,NA,"12/21 plant pulled out-reburied roots","BH",NA,NA,NA,NA,NA,178,NA
"C",22,"A","38",2024-02-23,2024-03-28,2024-04-05,2024-05-10,2024-05-16,NA,NA,NA,"4/19 Lets of fruit 4/26 near last flower","TM2",81,115,123,158,164,NA,NA
"C",22,"B","219",2024-04-19,2024-05-03,2024-05-03,2024-05-24,2024-05-30,NA,NA,NA,NA,"DPR",137,151,151,172,178,NA,NA
"C",23,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",23,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",24,"A","189",NA,NA,NA,NA,NA,2024-04-05,NA,NA,"3/19 leaves dying stem turgid","WL2",NA,NA,NA,NA,NA,123,NA
"C",24,"B","950",NA,NA,NA,NA,NA,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA
"C",25,"A","762",2024-03-28,2024-04-12,2024-04-19,2024-05-10,2024-05-16,NA,NA,"17-May",NA,NA,115,130,137,158,164,NA,NA
"C",25,"B","442",2024-03-19,2024-04-05,2024-04-12,2024-05-10,2024-05-16,NA,NA,"17-May","4/26 near last flower",NA,106,123,130,158,164,NA,NA
"C",26,"A","253",2024-04-26,2024-05-03,2024-05-10,2024-06-07,2024-06-07,NA,NA,NA,NA,"CC",144,151,158,186,186,NA,NA
"C",26,"B","1197",2024-02-23,2024-03-19,2024-03-28,2024-05-16,2024-05-16,NA,NA,"17-May",NA,NA,81,106,115,164,164,NA,NA
"C",27,"A","744",2024-03-19,2024-04-12,2024-04-19,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,106,130,137,178,178,NA,NA
"C",27,"B","2012",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"7/11 leaves Wax",NA,NA,NA,NA,NA,NA,340,NA
"C",28,"A","718",2024-03-19,2024-03-28,2024-04-12,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,106,115,130,172,172,NA,NA
"C",28,"B","1338",NA,NA,NA,NA,NA,2024-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA
"C",29,"A","225",NA,NA,NA,NA,NA,2024-05-03,NA,NA,NA,"DPR",NA,NA,NA,NA,NA,151,NA
"C",29,"B","1226",2024-01-26,2024-03-01,2024-03-08,2024-05-03,NA,NA,NA,"7-May","3/28 lots of fruit 4/26 near last flower",NA,53,88,95,151,NA,NA,NA
"C",30,"A","374",NA,NA,NA,NA,NA,2024-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,NA
"C",30,"B","129",NA,NA,NA,NA,NA,2024-06-07,NA,NA,"2/23 leaves dying stem turgid","WL2",NA,NA,NA,NA,NA,186,NA
"C",31,"A","268",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WV",NA,NA,NA,NA,NA,NA,NA
"C",31,"B","430",2024-03-28,2024-04-19,2024-04-26,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,115,137,144,178,178,NA,NA
"C",32,"A","105",NA,NA,NA,NA,NA,2024-06-07,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,186,NA
"C",32,"B","620",2024-03-19,2024-04-05,2024-04-12,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,106,123,130,178,178,NA,NA
"C",33,"A","1139",NA,NA,NA,NA,NA,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA
"C",33,"B","177",2024-04-26,2024-05-03,2024-05-16,2024-05-30,2024-05-30,NA,NA,NA,NA,"WL2",144,151,164,178,178,NA,NA
"C",34,"A","499",2024-03-28,2024-04-19,2024-04-19,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,115,137,137,172,172,NA,NA
"C",34,"B","213",2024-04-19,2024-05-16,2024-05-16,2024-06-17,2024-06-17,NA,NA,NA,NA,"BH",137,164,164,196,196,NA,NA
"C",35,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,"12/21 weird growth habit","TM2",NA,NA,NA,NA,NA,NA,NA
"C",35,"B","237",2024-03-19,2024-04-19,2024-04-26,2024-05-16,2024-05-24,NA,NA,NA,NA,"DPR",106,137,144,164,172,NA,NA
"C",36,"A","984",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"C",36,"B","2048",2024-04-08,2024-04-19,2024-05-03,2024-06-27,2024-06-27,NA,NA,NA,NA,NA,126,137,151,206,206,NA,NA
"C",37,"A","1009",2024-04-19,2024-05-03,2024-05-24,2024-06-07,2024-06-07,NA,NA,NA,"Fruited before date recorded",NA,137,151,172,186,186,NA,NA
"C",37,"B","1021",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"4/26 white spots",NA,NA,NA,NA,NA,NA,340,NA
"C",38,"A","487",2024-03-19,2024-04-12,2024-04-19,2024-05-16,2024-05-16,NA,NA,"17-May",NA,NA,106,130,137,164,164,NA,NA
"C",38,"B","791",NA,NA,NA,NA,NA,NA,NA,NA,"11/8 alive/v",NA,NA,NA,NA,NA,NA,NA,NA
"C",39,"A","470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",39,"B","912",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"C",40,"A","76",2024-03-19,2024-04-05,2024-04-12,2024-05-10,2024-05-24,NA,NA,NA,NA,"TM2",106,123,130,158,172,NA,NA
"C",40,"B","60",2024-03-19,2024-04-12,2024-04-19,2024-05-16,2024-05-16,NA,NA,"17-May",NA,"TM2",106,130,137,164,164,NA,NA
"C",41,"A","514",2024-03-19,2024-04-12,2024-04-26,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,106,130,144,172,172,NA,NA
"C",41,"B","2024",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"C",42,"A","90",2024-03-08,2024-03-28,2024-04-12,2024-05-16,2024-05-24,NA,NA,NA,NA,"TM2",95,115,130,164,172,NA,NA
"C",42,"B","165",NA,NA,NA,NA,NA,2024-06-07,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,186,NA
"C",43,"A","153",NA,NA,NA,NA,NA,2024-05-24,NA,NA,"2/23 pulled out-reburied","WL2",NA,NA,NA,NA,NA,172,NA
"C",43,"B","656",2024-03-19,2024-04-12,2024-04-19,2024-05-30,2024-06-07,NA,NA,NA,NA,NA,106,130,137,178,186,NA,NA
"C",44,"A","280",NA,NA,NA,NA,NA,2024-05-03,NA,NA,NA,"WV",NA,NA,NA,NA,NA,151,NA
"C",44,"B","2036",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"7/11/24 Wilting",NA,NA,NA,NA,NA,NA,340,NA
"C",45,"A","1093",NA,NA,NA,NA,NA,2023-12-28,NA,NA,"top broken- no visible stem 2/23 resprouting",NA,NA,NA,NA,NA,NA,24,NA
"C",45,"B","46",2024-03-19,2024-04-12,2024-04-19,2024-05-16,2024-05-24,NA,NA,NA,NA,"TM2",106,130,137,164,172,NA,NA
"C",46,"A","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",46,"B","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",1,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",1,"D","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",2,"C","66",2024-03-19,2024-04-05,2024-04-19,2024-05-10,2024-05-10,NA,NA,"17-May","4/5 strange flowers","TM2",106,123,137,158,158,NA,NA
"C",2,"D","612",2024-04-05,2024-04-26,2024-05-03,2024-06-17,2024-06-17,NA,NA,NA,NA,NA,123,144,151,196,196,NA,NA
"C",3,"C","171",NA,NA,NA,NA,NA,2024-05-30,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,178,NA
"C",3,"D","2042",NA,NA,NA,NA,NA,2023-12-14,NA,NA,"12/14 dead with top broken off",NA,NA,NA,NA,NA,NA,10,NA
"C",4,"C","82",2024-03-19,2024-04-05,2024-04-12,2024-05-10,2024-05-16,NA,NA,"17-May","12/14 top eaten","TM2",106,123,130,158,164,NA,NA
"C",4,"D","1172",NA,NA,NA,NA,NA,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA
"C",5,"C","689",2024-03-19,2024-04-05,2024-04-19,2024-05-10,2024-05-16,NA,NA,"17-May",NA,NA,106,123,137,158,164,NA,NA
"C",5,"D","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,NA,NA
"C",6,"C","1075",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"C",6,"D","712",2024-03-19,2024-04-05,2024-04-19,2024-05-16,2024-05-24,NA,NA,NA,"4/26 white spots",NA,106,123,137,164,172,NA,NA
"C",7,"C","883",NA,NA,NA,NA,NA,2024-07-11,NA,NA,"11/8 not harvested",NA,NA,NA,NA,NA,NA,220,NA
"C",7,"D","231",2024-03-28,2024-04-19,2024-05-03,2024-06-07,2024-06-07,NA,NA,NA,"4/26 white spots","DPR",115,137,151,186,186,NA,NA
"C",8,"C","853",NA,NA,NA,NA,NA,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA
"C",8,"D","1297",2024-04-26,2024-05-03,2024-05-03,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,144,151,151,186,186,NA,NA
"C",9,"C","724",2024-03-28,2024-04-19,2024-04-26,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,115,137,144,178,178,NA,NA
"C",9,"D","1273",NA,NA,NA,NA,NA,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA
"C",10,"C","493",2024-04-19,2024-04-26,2024-04-26,2024-05-16,2024-05-16,NA,NA,NA,NA,NA,137,144,144,164,164,NA,NA
"C",10,"D","360",NA,NA,NA,NA,NA,2024-03-08,NA,NA,NA,"WL1",NA,NA,NA,NA,NA,95,NA
"C",11,"C","1285",NA,NA,NA,NA,2024-07-10,NA,NA,NA,"7/10 found fruit on one branch missed previous phenologies 11/8 not harvested",NA,NA,NA,NA,NA,219,NA,NA
"C",11,"D","650",2024-03-28,2024-04-19,2024-04-26,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,115,137,144,186,186,NA,NA
"C",12,"C","785",NA,NA,NA,NA,NA,2024-03-28,NA,NA,"3/19 leaves dying stem turgid",NA,NA,NA,NA,NA,NA,115,NA
"C",12,"D","1099",NA,NA,NA,NA,NA,2024-11-08,NA,NA,"7/11/24 early dring",NA,NA,NA,NA,NA,NA,340,NA
"C",13,"C","1051",2024-04-19,2024-05-03,2024-05-03,2024-05-16,2024-05-16,NA,NA,"17-May",NA,NA,137,151,151,164,164,NA,NA
"C",13,"D","274",NA,NA,NA,NA,NA,2024-05-03,NA,NA,NA,"WV",NA,NA,NA,NA,NA,151,NA
"C",14,"C","1003",2024-03-19,2024-04-12,2024-04-26,2024-05-16,2024-05-16,NA,NA,NA,NA,NA,106,130,144,164,164,NA,NA
"C",14,"D","751",2024-03-19,2024-04-12,2024-04-19,2024-05-30,2024-06-07,NA,NA,NA,"4/19 white spots",NA,106,130,137,178,186,NA,NA
"C",15,"C","424",2024-03-19,2024-04-12,2024-04-26,2024-05-10,2024-05-16,NA,NA,NA,NA,NA,106,130,144,158,164,NA,NA
"C",15,"D","1330",NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA
"C",16,"C","24",2024-03-19,2024-04-05,2024-04-19,2024-05-16,2024-05-30,NA,NA,NA,NA,"TM2",106,123,137,164,178,NA,NA
"C",16,"D","147",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,NA,NA
"C",17,"C","123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,NA,NA
"C",17,"D","1244",2024-02-23,2024-03-19,2024-03-28,2024-05-10,2024-05-24,NA,NA,NA,NA,NA,81,106,115,158,172,NA,NA
"C",18,"C","384",NA,NA,NA,NA,NA,NA,NA,NA,"11/8 alive/ V",NA,NA,NA,NA,NA,NA,NA,NA
"C",18,"D","135",NA,NA,NA,NA,NA,NA,2024-03-08,NA,"3/8 ripped out","WL2",NA,NA,NA,NA,NA,NA,95
"C",19,"C","159",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,340,NA
"C",19,"D","928",NA,NA,NA,NA,NA,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA
"C",20,"C","1208",2024-03-19,2024-04-05,2024-04-12,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,106,123,130,186,186,NA,NA
"C",20,"D","568",2024-04-05,2024-04-19,2024-04-26,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,123,137,144,186,186,NA,NA
"C",21,"C","183",NA,NA,NA,NA,NA,2024-04-26,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,144,NA
"C",21,"D","348",NA,NA,NA,NA,NA,2024-06-07,NA,NA,NA,"WL1",NA,NA,NA,NA,NA,186,NA
"C",22,"C","262",NA,NA,NA,NA,NA,2024-04-26,NA,NA,"4/5 white spots different from normal powdery mildew","WV",NA,NA,NA,NA,NA,144,NA
"C",22,"D","965",NA,NA,NA,NA,NA,NA,2024-03-08,NA,"3/8 ripped out",NA,NA,NA,NA,NA,NA,NA,95
"C",23,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",23,"D","1087",NA,NA,NA,NA,NA,2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA
"C",24,"C","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",24,"D","605",2024-03-28,2024-04-19,2024-04-26,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,115,137,144,186,186,NA,NA
"C",25,"C","30",2024-03-19,NA,NA,NA,NA,2024-05-16,NA,NA,NA,"TM2",106,NA,NA,NA,NA,164,NA
"C",25,"D","1378",2024-03-01,2024-03-28,2024-04-05,2024-06-07,2024-06-07,NA,NA,NA,"3/8 weird buds",NA,88,115,123,186,186,NA,NA
"C",26,"C","777",2024-03-19,2024-04-05,2024-04-12,2024-05-10,2024-05-24,NA,NA,NA,NA,NA,106,123,130,158,172,NA,NA
"C",26,"D","859",NA,NA,NA,NA,NA,2024-04-26,NA,NA,"3/19 leaves dying",NA,NA,NA,NA,NA,NA,144,NA
"C",27,"C","1309",2023-12-21,2024-01-26,2024-02-02,2024-05-03,2024-05-10,NA,NA,"7-May","3/28 lots of fruit 4/26 near last flower",NA,17,53,60,151,158,NA,NA
"C",27,"D","668",NA,NA,NA,NA,NA,NA,2024-01-26,NA,"1/26 ripped out by crow",NA,NA,NA,NA,NA,NA,NA,53
"C",28,"C","1045",NA,NA,NA,NA,NA,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA
"C",28,"D","847",NA,NA,NA,NA,NA,2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA
"C",29,"C","1069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",29,"D","1214",2024-01-26,2024-03-28,2024-04-12,2024-06-17,2024-06-17,NA,NA,NA,"2/16 stem broken in multiple places- buds on part broken",NA,53,115,130,196,196,NA,NA
"C",30,"C","339",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,"SQ3",NA,NA,NA,NA,NA,340,NA
"C",30,"D","549",2024-04-26,2024-05-03,NA,NA,NA,NA,NA,NA,"7/3 already harvested",NA,144,151,NA,NA,NA,NA,NA
"C",31,"C","562",2024-03-19,2024-04-12,2024-04-19,2024-05-10,2024-05-16,NA,NA,NA,NA,NA,106,130,137,158,164,NA,NA
"C",31,"D","454",2024-02-23,2024-03-28,2024-03-28,2024-05-10,2024-05-24,NA,NA,NA,"4/26 near last flower",NA,81,115,115,158,172,NA,NA
"C",32,"C","1105",NA,NA,NA,NA,NA,NA,2024-05-10,NA,"4/5 leaves dying",NA,NA,NA,NA,NA,NA,NA,158
"C",32,"D","730",2024-04-05,2024-04-19,2024-04-26,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,123,137,144,172,172,NA,NA
"C",33,"C","1238",NA,NA,NA,NA,NA,2024-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA
"C",33,"D","574",NA,NA,NA,NA,NA,NA,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,158
"C",34,"C","141",NA,NA,NA,NA,NA,2024-05-24,NA,NA,NA,"WL2",NA,NA,NA,NA,NA,172,NA
"C",34,"D","1390",2024-02-23,2024-03-19,2024-03-28,2024-05-24,2024-05-24,NA,NA,NA,"3/8 weird buds",NA,81,106,115,172,172,NA,NA
"C",35,"C","1058",2024-03-28,2024-04-19,2024-04-26,2024-05-10,2024-05-16,NA,NA,NA,NA,NA,115,137,144,158,164,NA,NA
"C",35,"D","1250",2024-04-19,2024-05-03,2024-05-03,2024-06-07,2024-06-07,NA,NA,NA,NA,NA,137,151,151,186,186,NA,NA
"C",36,"C","1033",NA,NA,NA,NA,NA,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA
"C",36,"D","1365",2024-03-19,2024-04-05,2024-04-12,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,106,123,130,178,178,NA,NA
"C",37,"C","997",2024-03-28,2024-04-26,2024-04-26,2024-05-24,2024-05-24,NA,NA,NA,NA,NA,115,144,144,172,172,NA,NA
"C",37,"D","354",NA,NA,NA,NA,NA,2024-06-07,NA,NA,NA,"WL1",NA,NA,NA,NA,NA,186,NA
"C",38,"C","1151",NA,NA,NA,NA,NA,2024-04-19,NA,NA,"2/2 ripped out reburied 2/9 reestablished",NA,NA,NA,NA,NA,NA,137,NA
"C",38,"D","18",2024-03-01,2024-03-28,2024-04-05,2024-05-10,2024-05-10,NA,NA,NA,"4/26 near last flower","TM2",88,115,123,158,158,NA,NA
"C",39,"C","640",2024-03-19,2024-04-19,2024-04-19,2024-05-30,2024-05-30,NA,NA,NA,NA,NA,106,137,137,178,178,NA,NA
"C",39,"D","1291",2024-03-01,2024-03-28,2024-04-05,2024-05-10,2024-05-10,NA,NA,"17-May","4/26 near last flower",NA,88,115,123,158,158,NA,NA
"C",40,"C","117",2024-05-16,2024-05-16,2024-05-16,2024-05-30,2024-05-30,NA,NA,NA,"2/23 plant pulled out-reburied","WL2",164,164,164,178,178,NA,NA
"C",40,"D","827",NA,NA,NA,NA,NA,2024-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA
"C",41,"C","305",NA,NA,NA,NA,NA,2024-03-28,NA,NA,"2/23 powdery mildew 3/1 top broken off","YO11",NA,NA,NA,NA,NA,115,NA
"C",41,"D","680",2024-01-26,2024-03-01,2024-03-19,2024-05-03,2024-05-10,NA,NA,"17-May","4/5 lots of fruit 4/26 near Last flower",NA,53,88,106,151,158,NA,NA
"C",42,"C","533",NA,NA,NA,NA,NA,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA
"C",42,"D","1265",2024-04-05,2024-04-19,2024-04-26,2024-06-17,2024-06-13,NA,NA,NA,NA,NA,123,137,144,196,192,NA,NA
"C",43,"C","1081",NA,NA,NA,NA,NA,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA
