block ,bed ,row ,col ,unique.ID ,bud.date ,flower.date ,fruit.date ,last.FL.date ,last.FR.date ,death.date ,missing.date,survey.notes 
L ,F ,46,D ,1460,,,,,,6/25/24,,6/18/24 stem exposed / reburied 
L ,F ,47,C ,buffer ,,,,,,,,
L ,F ,47,D ,buffer ,,,,,,,,
L ,G ,1,A ,buffer ,,,,,,,,
L ,G ,1,B ,buffer ,,,,,,,,
L ,G ,2,A ,buffer ,,,,,,,,
L ,G ,2,B ,buffer ,,,,,,,,
L ,G ,3,A ,buffer ,,,,,,,,
L ,G ,3,B ,buffer ,,,,,,,,
L ,G ,4,A ,1238,,,,,,NA,10/16/24,plant gone in pit 
L ,G ,4,B ,456,,,,,,6/25/24,,
L ,G ,5,A ,1392,,,,,,7/9/24,,7/2 wilting 
NA ,G ,5,B ,IH_4_12 ,,,,,,6/18/24,,no leaves 
L ,G ,6,A ,82,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,6,B ,14,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,7,A ,537,,,,,,7/2/24,,herbivory 
L ,G ,7,B ,933,,,,,,7/2/24,,
NA ,G ,8,A ,YO7_6_15 ,6/18/24,6/25/24,7/2/24,8/13/24,8/13/24,10/9/24,,7/16 remaining flowers are dry 7/23 healthy buds 8/6/24 fruits dving 8/13 fruit dehiscing 9/17 harvest/9/24 still 
L ,G ,8,B ,499,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,9,A ,163,,,,,,6/25/24,,
L ,G ,9,B ,305,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,10,A ,387,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,10,B ,153,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,11,A ,249,,,,,,7/9/24,,7/2 roots exposed reburned 
L ,G ,11,B ,747,,,,,,7/16/24,,7/9/24 wilted 
L ,G ,12,A ,892,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,12,B ,731,,,,,,7/9/24,,7/2 wilting 
L ,G ,13,A ,606,,,,,,7/2/24,,6/18/24 very wilted/roots exposed 
L ,G ,13,B ,1501,,,,,,7/2/24,,6/18/24 roots exposed 6/25/24 wilted 
L ,G ,14,A ,365,,,,,,6/25/24,,
L ,G ,14,B ,461,,,,,,6/25/24,,
L ,G ,15,A ,275,,,,,,7/9/24,,
L ,G ,15,B ,997,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,16,A ,1445,,,,,,6/25/24,,7/23 found alive but unsure if exptal plant 
L ,G ,16,B ,134,,,,,,7/9/24,,
L ,G ,17,A ,NA ,,,,,,,,
L ,G ,17,B ,NA ,,,,,,,,
M ,G ,18,A ,475,,,,,,7/9/24,,7/9/24 wilted 
M ,G ,18,B ,833,,,,,,6/25/24,,6/18/24 very wilted 
M ,G ,19,A ,802,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,19,B ,1265,,,,,,7/9/24,,
M ,G ,20,A ,169,,,,,,6/25/24,,6/18/24 very wilted 
M ,G ,20,B ,460,,,,,,6/25/24,,
M ,G ,21,A ,1239,,,,,,,,Dead at planting 
M ,G ,21,B ,710,,,,,,7/2/24,,6/18/24 wilted 
M ,G ,22,A ,1418,,,,,,7/9/24,,
M ,G ,22,B ,1456,,,,,,7/2/24,,
M ,G ,23,A ,994,,,,,,6/25/24,,
M ,G ,23,B ,550,,,,,,7/2/24,,
M ,G ,24,A ,1277,,,,,,6/25/24,,6/18/24 wilted 
M ,G ,24,B ,502,,,,,,6/25/24,,Stem partially broken at planting 
M ,G ,25,A ,1115,,,,,,6/25/24,,
M ,G ,25,B ,512,,,,,,6/25/24,,Stem partially broken at planting 
M ,G ,26,A ,561,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,26,B ,276,,,,,,6/25/24,,6/18/24 wilted 
M ,G ,27,A ,388,,,,,,7/2/24,,
M ,G ,27,B ,748,,,,,,7/2/24,,6/18/24 wilted 
M ,G ,28,A ,152,,,,,,6/25/24,,
M ,G ,28,B ,440,,,,,,6/25/24,,6/18/24 wilted 
M ,G ,29,A ,1393,,,,,,7/2/24,,
M ,G ,29,B ,732,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,30,A ,195,,,,,,,,
M ,G ,30,B ,NA ,,,,,,,,
NA ,G ,31,A ,BH_7_13 ,6/25/24,7/16/24,7/23/24,,,8/6/24,,7/16 dry damaged 7/30 flowers plant dying 
M ,G ,31,B ,NA ,,,,,,,,
N ,G ,32,A ,1254,,,,,,6/25/24,,
N ,G ,32,B ,43,,,,,,7/2/24,,6/25/24 wilted 
N ,G ,33,A ,556,,,,,,9/3/24,,9/10 red pick/ assumed exposed roots 9/3 dead 
N ,G ,33,B ,84,,,,,,7/2/24,,6/25/24 wilted 
N ,G ,34,A ,143,,,,,,6/25/24,,very wilted 
N ,G ,34,B ,68,,,,,,7/2/24,,6/25/24 wilted 
N ,G ,35,A ,1057,,,,,,6/25/24,,Broken stem at planting 
N ,G ,35,B ,880,,,,,,6/25/24,,
N ,G ,36,A ,450,,,,,,6/25/24,,
N ,G ,36,B ,1410,,,,,,7/9/24,,7/2 wilting 
NA ,G ,37,A ,YO7_7_9 ,6/18/24,6/25/24,7/2/24,7/16/24,8/20/24,,,7/16 dry flowers very tiny 8/27 all fruit frail / 9/24 some veg branches 
N ,G ,37,B ,836,,,,,,7/2/24,,6/25/24 wilted 
N ,G ,38,A ,111,,,,,,7/2/24,,
N ,G ,38,B ,1330,,,,,,,,
NA ,G ,39,A ,TM2_7_17 ,,,,,,,,TM2 fruiting from 2023 
N ,G ,39,B ,171,,,,,,8/20/24,,
NA ,G ,40,A ,TM2_3_7 ,,,,,,,,TM2 fruiting from 2023 
N ,G ,40,B ,476,,,,,,7/2/24,,6/18/24 bent stem 
N ,G ,41,A ,1017,,,,,,7/9/24,,Very small and dying at planting 
N ,G ,41,B ,706,,,,,,,,
N ,G ,42,A ,841,,,,,,6/18/24,,Very wilted 
N ,G ,42,B ,1464,,,,,,,,
NA ,G ,43,A ,IH_6_13 ,6/25/24,7/23/24,7/30/24,8/27/24,8/27/24,9/17/24,,9/17 harvest 
N ,G ,43,B ,534,,,,,,7/2/24,,6/25/24 wilted 
N ,G ,44,A ,buffer ,,,,,,,,
N ,G ,44,B ,buffer ,,,,,,,,
N ,G ,45,A ,buffer ,,,,,,,,
N ,G ,45,B ,buffer ,,,,,,,,
L ,G ,1,C ,buffer ,,,,,,,,
L ,G ,1,D ,buffer ,,,,,,,,
L ,G ,2,C ,buffer ,,,,,,,,
L ,G ,2,D ,buffer ,,,,,,,,
L ,G ,3,C ,buffer ,,,,,,,,
L ,G ,3,D ,buffer ,,,,,,,,
L ,G ,4,C ,721,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,4,D ,1100,,,,,,,,10/9 getting buried by dirt mound 
L ,G ,5,C ,570,,,,,,7/9/24,,7/2 wilting 
NA ,G ,5,D ,YO7_5_7 ,6/18/24,7/9/24,7/16/24,7/23/24,7/30/24,,,assume yellow pick from 7/9 / /8/13 harvested fruit / 9/24 Still some veg 
L ,G ,6,C ,1180,,,,,,7/2/24,,
NA ,G ,6,D ,IH_2_12 ,6/25/24,7/16/24,7/23/24,8/27/24,9/3/24,10/23/24,,8/20 tape 
L ,G ,7,C ,516,,,,,,6/25/24,,Stem partially broken at planting 
NA ,G ,7,D ,BH_4_12 ,6/25/24,7/16/24,7/16/24,8/13/24,8/13/24,9/3/24,,8/20 tape 8/27 harvested 
L ,G ,8,C ,1116,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,8,D ,530,,,,,,,,
L ,G ,9,C ,474,,,,,,9/3/24,,
L ,G ,9,D ,555,,,,,,,,
L ,G ,10,C ,1039,,,,,,7/9/24,,7/2 wilting 
L ,G ,10,D ,210,,,,,,,,6/18 exposed Stem 7/23 not dead 
L ,G ,11,C ,970,,,,,,7/9/24,,
L ,G ,11,D ,33,,,,,,7/16/24,,
L ,G ,12,C ,194,,,,,,7/9/24,,
NA ,G ,12,D ,CC_5_12 ,,,,,,6/18/24,,
L ,G ,13,C ,184,,,,,,7/9/24,,
L ,G ,13,D ,259,,,,,,7/2/24,,6/25/24 wilted 
L ,G ,14,C ,109,,,,,,6/25/24,,
L ,G ,14,D ,120,,,,,,,,Dead at planting 
L ,G ,15,C ,1166,,,,,,6/25/24,,
L ,G ,15,D ,644,,,,,,6/25/24,,6/18/24 very wilted 
L ,G ,16,C ,NA ,,,,,,,,
L ,G ,16,D ,NA ,,,,,,,,
M ,G ,17,C ,1152,,,,,,7/9/24,,6/25/24 wilted 7/2 wilted 
M ,G ,17,D ,83,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,18,C ,1361,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,18,D ,533,,,,,,6/25/24,,
M ,G ,19,C ,765,,,,,,6/25/24,,
M ,G ,19,D ,67,,,,,,7/9/24,,
M ,G ,20,C ,121,,,,,,7/9/24,,7/2 wilted 
M ,G ,20,D ,891,,,,,,7/9/24,,6/25/24 wilted 7/2 wilted 
M ,G ,21,C ,193,,,,,,6/25/24,,
M ,G ,21,D ,926,,,,,,7/9/24,,6/18/24 wilted 
M ,G ,22,C ,1181,,,,,,7/2/24,,6/25/24 wilted 
M ,G ,24,C ,1343,,,,,,7/9/24,,6/18/24 wilted 7/2 wilted 
M ,G ,24,D ,260,,,,,,6/25/24,,
M ,G ,25,C ,110,,,,,,,,Dead at planting 
M ,G ,25,D ,719,,,,,,6/25/24,,
M ,G ,26,C ,1195,,,,,,6/25/24,,
M ,G ,26,D ,132,,,,,,7/2/24,,6/18/24 wilted 
NA ,G ,27,C ,YO7_6_9 ,6/18/24,6/25/24,7/2/24,8/13/24,8/13/24,9/10/24,,8/20 tape 8/6 dehiscing but still has buds 
M ,G ,27,D ,313,,,,,,8/13/24,,7/23 wilted 
M ,G ,28,C ,1111,,,,,,7/2/24,,
M ,G ,28,D ,15,,,,,,6/25/24,,6/18/24 very wilted 
M ,G ,29,C ,1041,,,,,,7/9/24,,6/25/24 wilting 
M ,G ,29,D ,219,,,,,,7/9/24,,
M ,G ,30,C ,NA ,,,,,,,,
M ,G ,30,D ,NA ,,,,,,,,
NA ,G ,31,C ,TM2_7_5 ,,,,,,,,TM2 fruiting from 2023 
N ,G ,31,D ,1174,,,,,,7/9/24,,7/2 wilting 
N ,G ,32,C ,901,,,,,,6/25/24,,
NA ,G ,32,D ,WL2_7_6 ,6/18/24,7/2/24,7/9/24,7/16/24,8/27/24,10/9/24,,7/16 flowers small/ crispy 7/30 new buds emerging 9/10 no fruit 9/24 still 
N ,G ,33,C ,1090,,,,,,7/9/24,,
N ,G ,33,D ,277,,,,,,7/9/24,,
N ,G ,34,C ,238,,,,,,,,
N ,G ,34,D ,196,,,,,,7/23/24,,
N ,G ,35,C ,1394,,,,,,,,
N ,G ,35,D ,300,,,,,,7/9/24,,
N ,G ,36,C ,1240,,,,,,,,
N ,G ,36,D ,733,,,,,,,,
N ,G ,37,C ,1122,,,,,,6/25/24,,
N ,G ,37,D ,261,,,,,,,,
N ,G ,38,C ,123,,,,,,6/25/24,,
N ,G ,38,D ,1447,,,,,,,,
N ,G ,39,C ,433,,,,,,7/9/24,,7/2 wilting 
N ,G ,39,D ,389,,,,,,6/25/24,,
NA ,G ,40,C ,BH_2_13 ,6/18/24,7/2/24,7/16/24,8/6/24,8/13/24,9/17/24,,8/20 tape 8/27 harvested 
N ,G ,40,D ,541,,,,,,6/25/24,,
N ,G ,41,C ,938,,,,,,7/2/24,,6/25/24 wilting 
N ,G ,41,D ,1197,,,,,,7/9/24,,6/25/24 wilting 7/2 wilting 
NA ,G ,42,C ,SC_2_27 ,,,,,,6/25/24,,6/18 Short Stem 
N ,G ,42,D ,NA ,,,,,,,,
N ,G ,43,C ,514,,,,,,7/2/24,,6/25/24 no leaves 
N ,G ,43,D ,19,,,,,,6/25/24,,
N ,G ,44,C ,buffer ,,,,,,,,
N ,G ,44,D ,339,,,,,,9/3/24,,
N ,G ,45,C ,buffer ,,,,,,,,
N ,G ,45,D ,buffer ,,,,,,,,
N ,H ,1,A ,buffer ,,,,,,,,
N ,H ,1,B ,buffer ,,,,,,,,
N ,H ,2,A ,buffer ,,,,,,,,
N ,H ,2,B ,buffer ,,,,,,,,
N ,H ,3,A ,buffer ,,,,,,,,
N ,H ,3,B ,buffer ,,,,,,,,
N ,H ,4,A ,1500,,,,,,6/25/24,,6/18/24 wilting 
N ,H ,4,B ,16,,,,,,6/25/24,,6/18/24 wilting 
NA ,H ,5,A ,SC_4_1 ,,,,,,7/30/24,,
N ,H ,5,B ,28,,,,,,7/2/24,,
N ,H ,6,A ,497,,,,,,7/2/24,,Broken stem at planting 
NA ,H ,6,B ,SC_2_26 ,,,,,,7/9/24,,
N ,H ,7,A ,723,,,,,,6/18/24,,
N ,H ,8,A ,155,,,,,,6/25/24,,
N ,H ,8,B ,362,,,,,,7/2/24,,
N ,H ,9,B ,NA ,,,,,,,,
O ,H ,10,B ,523,,,,,,6/25/24,,
NA ,H ,11,B ,IH_2_1 ,7/23/24,,,,,,,9/17 new leaves 8/6 buds eaten 8/20 only branches 10/2 has leaves 
NA ,H ,12,B ,SC_2_1 ,,,,,,NA,6/18/24,6/18/24 Missing shade row out 
NA ,H ,13,A ,TM2_2_6 ,,,,,,6/18/24,,
O ,H ,13,B ,166,,,,,,7/2/24,,
O ,H ,15,B ,1263,,,,,,6/25/24,,
O ,H ,17,A ,557,,,,,,6/25/24,,6/18 Wilting 
O ,H ,17,B ,327,,,,,,7/2/24,,
O ,H ,18,A ,1132,,,,,,6/18/24,,
O ,H ,18,B ,406,,,,,,7/2/24,,
O ,H ,19,A ,1149,,,,,,7/2/24,,
O ,H ,19,B ,1317,,,,,,7/2/24,,
O ,H ,20,A ,501,,,,,,7/2/24,,
O ,H ,20,B ,342,,,,,,7/2/24,,
O ,H ,21,A ,343,,,,,,7/9/24,,
NA ,H ,21,B ,TM2_1_12 ,,,,,,,,TM2 fruiting from 2023 
O ,H ,22,A ,536,,,,,,7/2/24,,
O ,H ,22,B ,234,,,,,,7/2/24,,
O ,H ,23,A ,360,,,,,,7/23/24,,
O ,H ,23,B ,734,,,,,,,,
O ,H ,24,A ,1076,,,,,,6/25/24,,
O ,H ,24,B ,24,,,,,,7/2/24,,
O ,H ,25,A ,1323,,,,,,8/13/24,,7/23 wilted 
NA ,H ,25,B ,SC_4_14 ,,,,,,6/18/24,,
O ,H ,26,A ,1020,,,,,,6/25/24,,
O ,H ,26,B ,278,,,,,,7/9/24,,
NA ,H ,27,A ,TM2_6_10 ,,,,,,,,TM2 fruiting from 2023 
O ,H ,27,B ,966,,,,,,7/2/24,,
O ,H ,28,A ,935,,,,,,6/25/24,,
O ,H ,28,B ,477,,,,,,7/2/24,,6/18 Broken Stem 
O ,H ,29,A ,506,,,,,,7/2/24,,
O ,H ,29,B ,NA ,,,,,,,,
O ,H ,30,A ,NA ,,,,,,,,
P ,H ,30,B ,587,,,,,,6/25/24,,
NA ,H ,31,A ,YO7_4_11 ,6/18/24,6/18/24,7/2/24,7/16/24,8/20/24,,,7/16 small crispy flowers 8/6 dehiscing 8/13/24 harvest fruit 9/17 
P ,H ,31,B ,1151,,,,,,7/2/24,,
P ,H ,32,A ,70,,,,,,9/24/24,,9/17 wilting 
P ,H ,32,B ,493,,,,,,7/9/24,,
P ,H ,33,A ,buffer ,,,,,,,,
P ,H ,33,B ,buffer ,,,,,,,,
NA ,H ,34,A ,WL2_2_7 ,,,,,,7/23/24,,May have died earler mistakenly coded as NA before 7/23 
P ,H ,34,B ,buffer ,,,,,,,,
N ,H ,1,C ,buffer ,,,,,,,,
N ,H ,1,D ,buffer ,,,,,,,,
N ,H ,2,C ,buffer ,,,,,,,,
N ,H ,2,D ,buffer ,,,,,,,,
NA ,H ,3,C ,YO7_7_15 ,6/18/24,6/25/24,7/2/24,7/16/24,7/23/24,,,7/16 small crispy flowers 8/13/24 harvest fruit 9/24 Still veg branch 
N ,H ,3,D ,buffer ,,,,,,,,
N ,H ,4,D ,1303,,,,,,7/2/24,,
N ,H ,5,D ,749,,,,,,7/9/24,,
N ,H ,6,C ,177,,,,,,6/25/24,,
N ,H ,6,D ,1340,,,,,,7/2/24,,
N ,H ,7,D ,1040,,,,,,7/2/24,,
N ,H ,8,C ,NA ,,,,,,,,
N ,H ,8,D ,NA ,,,,,,,,
N ,H ,9,C ,NA ,,,,,,,,
O ,H ,9,D ,197,,,,,,7/2/24,,
O ,H ,10,C ,1225,,,,,,7/2/24,,
O ,H ,10,D ,766,,,,,,,,Dead at planting 
NA ,H ,11,C ,IH_4_1 ,,,,,,6/18/24,,
NA ,H ,12,C ,YO7_4_1 ,6/18/24,6/18/24,7/2/24,8/13/24,8/13/24,9/3/24,,8/20 tape 
O ,H ,13,C ,96,,,,,,7/2/24,,
O ,H ,14,D ,463,,,,,,6/25/24,,
O ,H ,15,C ,1246,,,,,,6/18/24,,
O ,H ,15,D ,716,,,,,,7/2/24,,
O ,H ,16,D ,1278,,,,,,6/25/24,,Wilting 
O ,H ,17,D ,750,,,,,,7/2/24,,
O ,H ,18,C ,69,,,,,,7/2/24,,
O ,H ,18,D ,1099,,,,,,7/2/24,,
O ,H ,19,C ,85,,,,,,6/25/24,,
O ,H ,19,D ,611,,,,,,7/16/24,,7/9/24 wilted 
O ,H ,20,C ,903,,,,,,7/2/24,,
O ,H ,20,D ,1128,,,,,,6/18/24,,
O ,H ,21,C ,567,,,,,,6/25/24,,
O ,H ,21,D ,838,,,,,,7/2/24,,
O ,H ,22,C ,893,,,,,,7/2/24,,
O ,H ,22,D ,112,,,,,,6/25/24,,
O ,H ,23,C ,320,,,,,,7/2/24,,
O ,H ,23,D ,137,,,,,,6/25/24,,6/18/24 Wilting 
O ,H ,24,C ,159,,,,,,6/25/24,,
NA ,H ,24,D ,SC_6_13 ,6/25/24,7/9/24,8/6/24,8/27/24,8/27/24,10/2/24,,
O ,H ,25,C ,192,,,,,,6/25/24,,
O ,H ,25,D ,292,,,,,,7/2/24,,
O ,H ,26,C ,211,,,,,,7/2/24,,
O ,H ,26,D ,1183,,,,,,6/25/24,,6/18/24 Wilting 
O ,H ,27,C ,390,,,,,,6/25/24,,
O ,H ,27,D ,1395,,,,,,7/2/24,,
O ,H ,28,C ,262,,,,,,7/2/24,,
O ,H ,28,D ,1337,,,,,,,,Dead at planting 
O ,H ,29,C ,NA ,,,,,,,,
O ,H ,29,D ,NA ,,,,,,,,
P ,H ,30,C ,478,,,,,,7/2/24,,
P ,H ,30,D ,263,,,,,,10/16/24,,Buried under dirt 
NA ,H ,31,C ,IH_5_13 ,,,,,,7/2/24,,
P ,H ,31,D ,156,,,,,,6/25/24,,6/18/24 Wilting 
P ,H ,32,C ,773,,,,,,6/25/24,,
P ,H ,32,D ,1168,,,,,,6/25/24,,
P ,H ,33,C ,buffer ,,,,,,,,
P ,H ,33,D ,buffer ,,,,,,,,
P ,H ,34,C ,buffer ,,,,,,,,
P ,H ,34,D ,buffer ,,,,,,,,
P ,I ,1,A ,buffer ,,,,,,,,
P ,I ,1,B ,buffer ,,,,,,,,
P ,I ,2,A ,buffer ,,,,,,,,
P ,I ,2,B ,buffer ,,,,,,,,
P ,I ,3,B ,1000,,,,,,6/25/24,,
P ,I ,4,A ,1226,,,,,,7/2/24,,
P ,I ,4,B ,898,,,,,,6/25/24,,
P ,I ,5,A ,1341,,,,,,7/2/24,,
P ,I ,5,B ,797,,,,,,7/2/24,,
P ,I ,6,A ,751,,,,,,7/2/24,,
P ,I ,6,B ,86,,,,,,6/25/24,,
P ,I ,7,A ,544,,,,,,7/2/24,,
P ,I ,7,B ,1125,,,,,,6/25/24,,6/18/24 wilting 
P ,I ,8,A ,191,,,,,,7/2/24,,
P ,I ,8,B ,508,,,,,,6/25/24,,
P ,I ,9,A ,1454,,,,,,7/2/24,,
P ,I ,9,B ,391,,,,,,,,
P ,I ,10,A ,1272,,,,,,,,
P ,I ,10,B ,124,,,,,,7/2/24,,
P ,I ,11,A ,1250,,,,,,,,
P ,I ,11,B ,1184,,,,,,6/25/24,,
NA ,I ,12,A ,IH_1_1 ,,,,,,6/18/24,,
P ,I ,12,B ,307,,,,,,7/2/24,,
P ,I ,13,A ,524,,,,,,7/9/24,,
P ,I ,13,B ,863,,,,,,7/2/24,,
P ,I ,14,A ,954,,,,,,7/2/24,,
P ,I ,14,B ,686,,,,,,7/23/24,,7/9 wilted 
P ,I ,15,A ,NA ,,,,,,,,
P ,I ,15,B ,NA ,,,,,,,,
NA ,I ,16,A ,NA ,,,,,,,,
NA ,I ,16,B ,BH_2_1 ,,,,,,6/18/24,,
NA ,I ,17,A ,NA ,,,,,,,,
NA ,I ,17,B ,NA ,,,,,,,,
NA ,I ,18,A ,BH_1_1 ,,,,,,,,
NA ,I ,18,B ,NA ,,,,,,,,
NA ,I ,19,A ,NA ,,,,,,,,
NA ,I ,19,B ,NA ,,,,,,,,
NA ,I ,20,A ,NA ,,,,,,,,
NA ,I ,20,B ,NA ,,,,,,,,
NA ,I ,21,A ,NA ,,,,,,,,
NA ,I ,21,B ,NA ,,,,,,,,
NA ,I ,22,A ,NA ,,,,,,,,
NA ,I ,22,B ,NA ,,,,,,,,
NA ,I ,23,A ,buffer ,,,,,,,,
NA ,I ,23,B ,buffer ,,,,,,,,
NA ,I ,24,A ,buffer ,,,,,,,,
NA ,I ,24,B ,buffer ,,,,,,,,
P ,I ,1,C ,buffer ,,,,,,,,
P ,I ,1,D ,buffer ,,,,,,,,
P ,I ,2,C ,buffer ,,,,,,,,
P ,I ,2,D ,buffer ,,,,,,,,
P ,I ,3,C ,279,,,,,,7/23/24,,7/9 wilted 
NA ,I ,3,D ,BH_4_1 ,,,,,,6/18/24,,
P ,I ,4,D ,164,,,,,,7/9/24,,
P ,I ,5,C ,370,,,,,,7/2/24,,
P ,I ,6,C ,97,,,,,,6/25/24,,
P ,I ,6,D ,335,,,,,,7/2/24,,6/18/24 wilting 
P ,I ,7,C ,735,,,,,,7/2/24,,
P ,I ,7,D ,198,,,,,,7/2/24,,
P ,I ,8,C ,405,,,,,,6/25/24,,
P ,I ,8,D ,139,,,,,,6/25/24,,
P ,I ,9,C ,551,,,,,,7/2/24,,
P ,I ,9,D ,1396,,,,,,7/30/24,,7/16 wilting 
P ,I ,10,C ,1210,,,,,,6/25/24,,
P ,I ,10,D ,443,,,,,,,,8/6 no leaves 9/24 new leaves 
P ,I ,11,C ,1318,,,,,,6/25/24,,
P ,I ,11,D ,294,,,,,,7/16/24,,
P ,I ,12,C ,459,,,,,,7/9/24,,
P ,I ,12,D ,708,,,,,,8/6/24,,
P ,I ,13,C ,1288,,,,,,6/25/24,,
P ,I ,13,D ,1035,,,,,,7/2/24,,6/25/24 no leaves 
P ,I ,14,C ,NA ,,,,,,,,
P ,I ,14,D ,NA ,,,,,,,,
NA ,I ,15,C ,NA ,,,,,,,,
NA ,I ,15,D ,NA ,,,,,,,,
NA ,I ,16,C ,NA ,,,,,,,,
NA ,I ,16,D ,NA ,,,,,,,,
NA ,I ,17,C ,NA ,,,,,,,,
NA ,I ,17,D ,NA ,,,,,,,,
NA ,I ,18,C ,NA ,,,,,,,,
NA ,I ,18,D ,NA ,,,,,,,,
NA ,I ,19,C ,NA ,,,,,,,,
NA ,I ,19,D ,NA ,,,,,,,,
NA ,I ,20,C ,NA ,,,,,,,,
NA ,I ,20,D ,NA ,,,,,,,,
NA ,I ,21,C ,NA ,,,,,,,,
NA ,I ,21,D ,NA ,,,,,,,,
NA ,I ,22,C ,NA ,,,,,,,,
NA ,I ,22,D ,NA ,,,,,,,,
NA ,I ,23,C ,buffer ,,,,,,,,
NA ,I ,23,D ,buffer ,,,,,,,,
NA ,I ,24,C ,buffer ,,,,,,,,
NA ,I ,24,D ,buffer ,,,,,,,,
NA ,J ,4,A ,YO7_3_8 ,6/18/24,,7/9/24,7/16/24,7/30/24,9/24/24,,missed the flowering dates 7/23 FR still elongating 8/6 
NA ,J ,5,A ,TM2_2_11 ,,,,,,,,TM2 fruiting from 2023 
NA ,J ,8,A ,BH_5_2 ,,,,,,6/18/24,,
NA ,J ,10,A ,BH_4_2 ,,,,,,,,9/10 dying/9/24 green leaves 
NA ,J ,15,A ,YO7_7_11 ,,,,,,,,
NA ,J ,17,B ,TM2_5_12 ,,,,,,,,TM2 fruiting from 2023 
NA ,J ,18,B ,SC_8_2 ,,,,,,6/18/24,,
NA ,J ,4,D ,TM2_7_7 ,,,,,,,,TM2 fruiting from 2023 
NA ,J ,11,D ,IH_5_2 ,7/9/24,7/23/24,7/30/24,8/27/24,,10/2/24,,9/3 snapped before reaching last fruit / 9/3 census + harvest
NA ,J ,13,C ,BH_6_2 ,,,,,,,,
NA ,J ,17,D ,LV1_8_1 ,,,,,,7/9/24,,6/18/24 turgid stem/no leaves 
NA ,K ,2,B ,IH_4_14 ,,,,,,6/18/24,,
NA ,K ,4,B ,IH_6_2 ,,,,,,6/18/24,,
NA ,K ,10,A ,YO7_1_2 ,6/18/24,6/25/24,7/2/24,7/16/24,7/30/24,8/27/24,,7/16 remaining flowers dry 8/6 fruit drying 8/13/24 harvest fruit 
NA ,K ,13,A ,CC_1_2 ,6/18/24,7/9/24,7/16/24,8/27/24,9/3/24,10/23/24,,9/17 has multiple flowers/ 10/2 still flowering 
NA ,K ,2,C ,YO7_5_13 ,6/18/24,6/25/24,7/9/24,7/23/24,7/30/24,8/27/24,,8/13/24 harvest fruit 
NA ,K ,7,C ,SC_6_2 ,,,,,,6/18/24,,
NA ,K ,8,C ,IH_1_2 ,,,,,,6/18/24,,6/18/24 no tag 
NA ,K ,12,D ,TM2_6_12 ,,,,,,,,TM2 fruiting from 2023 
